Feature ID	Taxon
a0186_CP000562.1_mcrA_product_or_note_2_Methanoculleus_marisnigri	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus marisnigri
a0533_LWMU01000061.1_mcrA_product_or_note_1_Methanobrevibacter_oralis	d__Archaea (mrtA);k__Methanobacteriati (mrtA);p__Methanobacteriota (mrtA);c__Methanobacteria (mrtA);o__Methanobacteriales (mrtA);f__Methanobacteriaceae (mrtA);g__Methanobrevibacter (mrtA);s__Methanobrevibacter oralis (mrtA)
a1275_QNVD01000218.1_mcrA_product_or_note_1_Hadesarchaea_archaeon	d__Archaea;k__Methanobacteriati;p__Candidatus Hadarchaeota;c__Candidatus Hadarchaeia;o__Candidatus Hadarchaeia incertae sedis;f__Candidatus Hadarchaeia incertae sedis;g__Candidatus Hadarchaeia incertae sedis;s__Hadesarchaea archaeon
a1288_RXIF01000008.1_mcrA_product_or_note_1_Candidatus_Methanoliparum_thermophilum	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Candidatus Methanoliparia;o__Candidatus Methanoliparales;f__Candidatus Methanoliparaceae;g__Candidatus Methanoliparum;s__Candidatus Methanoliparum thermophilum
a0244_CP009517.1_mcrA_product_or_note_1_Methanosarcina_barkeri	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina barkeri
a0539_LYOR01000007.1_mcrA_product_or_note_1_Candidatus_Syntropharchaeum_butanivorans	d__Archaea;k__Methanobacteriati;p__Halobacteriota;c__Candidatus Syntropharchaeia;o__Candidatus Syntropharchaeales;f__Candidatus Syntropharchaeales incertae sedis;g__Candidatus Syntropharchaeum;s__Candidatus Syntropharchaeum butanivorans
a0360_CP199767.1_mcrA_gene_1_Methanococcoides_methylutens	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanococcoides;s__Methanococcoides methylutens
a1267_QMVJ01000019.1_mcrA_product_or_note_1_GOM_Arc_I_cluster_archaeon	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__GOM Arc I cluster;g__GOM Arc I cluster;s__GOM Arc I cluster archaeon
a0853_NZ_JABFFQ010000001.1_mcrA_gene_2_Methanoculleus_nereidis	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus nereidis
a0946_NZ_JALPRP010000001.1_mcrA_gene_2_Methanoculleus_bovis	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus bovis
a0473_KP109829.1_mcrA_Methanoregula_formicica	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula formicica
a0527_LVVQ01000001.1_mcrA_product_or_note_1_Candidatus_Methanarcanum_hacksteinii	d__Archaea;k__Methanobacteriati;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccales incertae sedis;g__Candidatus Methanarcanum;s__Candidatus Methanarcanum hacksteinii
a1189_NZ_QLOE01000002.1_mcrA_gene_1_Methanothermobacter_tenebrarum	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter tenebrarum
a0211_CP002565.1_mcrA_gene_1_Methanosaeta_concilii	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanosaeta concilii
a0026_AB517988.1_mcrA_Methanospirillum_lacunae	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__Methanospirillum lacunae
a0523_LT158599.1_mcrA_gene_2_Methanoculleus_bourgensis	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus bourgensis
a0248_CP009526.1_mcrA_product_or_note_1_Methanosarcina_barkeri	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina barkeri
a0349_CP187540.1_mcrA_gene_1_Methanocaldococcus_abyssi	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus abyssi
a0613_NZ_AP025251.1_mcrA_product_or_note_1_Candidatus_Methanoliparum_sp.	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Candidatus Methanoliparia;o__Candidatus Methanoliparales;f__Candidatus Methanoliparaceae;g__Candidatus Methanoliparum;s__Candidatus Methanoliparum sp.
a0897_NZ_JAGGMO010000001.1_mcrA_gene_1_Methanococcus_voltae	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus voltae
a0919_NZ_JAIWNS010000190.1_mcrA_gene_1_Methanospirillum_hungatei	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__Methanospirillum hungatei
a0293_CP076745.1_mcrA_gene_1_Candidatus_Methanogranum_gryphiswaldense	d__Archaea;k__Methanobacteriati;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Candidatus Methanogranum;s__Candidatus Methanogranum gryphiswaldense
a0308_CP113361.1_mcrA_gene_1_Methanogenium_organophilum	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanogenium;s__Methanogenium organophilum
a0081_AF313803.1_mcrA_Methanothrix_soehngenii	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii
a0322_CP137642.1_mcrA_gene_2_Methanoculleus_receptaculi	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus receptaculi
a1233_OQ603055.1_mcrA_ANME-1d_cluster_archaeon	d__Archaea;k__Archaea;p__Methanobacteriota;c__Methanomicrobia;o__Candidatus Methanophagales;f__ANME-1 cluster;g__ANME-1 cluster;s__ANME-1d cluster archaeon
a1257_PQXF01000013.1_mcrA_gene_1_Candidatus_Methanogasteraceae_sp.	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__ANME-2 cluster;g__Candidatus Methanogasteraceae;s__Candidatus Methanogasteraceae sp.
a0741_NZ_CAYAVD010000005.1_mcrA_gene_1_Methanobrevibacter_smithii	d__Archaea (mrtA);k__Methanobacteriati (mrtA);p__Methanobacteriota (mrtA);c__Methanobacteria (mrtA);o__Methanobacteriales (mrtA);f__Methanobacteriaceae (mrtA);g__Methanobrevibacter (mrtA);s__Methanobrevibacter smithii (mrtA)
a0340_CP178154.1_mcrA_gene_1_Methanothermococcus_thermolithotrophicus	d__Archaea (mrtA);k__Methanobacteriati (mrtA);p__Methanobacteriota (mrtA);c__Methanococci (mrtA);o__Methanococcales (mrtA);f__Methanococcaceae (mrtA);g__Methanothermococcus (mrtA);s__Methanothermococcus thermolithotrophicus (mrtA)
a1268_QMVK01000013.1_mcrA_product_or_note_1_GOM_Arc_I_cluster_archaeon	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__GOM Arc I cluster;g__GOM Arc I cluster;s__GOM Arc I cluster archaeon
a0968_NZ_JASEII010000003.1_mcrA_gene_1_Methanothermobacter_wolfeii	d__Archaea (mrtA);k__Methanobacteriati (mrtA);p__Methanobacteriota (mrtA);c__Methanobacteria (mrtA);o__Methanobacteriales (mrtA);f__Methanobacteriaceae (mrtA);g__Methanothermobacter (mrtA);s__Methanothermobacter wolfeii (mrtA)
a0192_CP001338.1_mcrA_product_or_note_1_Methanosphaerula_palustris	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanosphaerula;s__Methanosphaerula palustris
a0171_CAJIMI010000004.1_mcrA_gene_1_GOM_Arc_I_cluster_archaeon	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__GOM Arc I cluster;g__GOM Arc I cluster;s__GOM Arc I cluster archaeon
a0223_CP004049.1_mcrA_product_or_note_1_Methanomethylophilus_alvi	d__Archaea;k__Methanobacteriati;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus alvi
a0251_CP011266.1_mrtA_gene_1_Methanobrevibacter_millerae	d__Archaea (mrtA);k__Methanobacteriati (mrtA);p__Methanobacteriota (mrtA);c__Methanobacteria (mrtA);o__Methanobacteriales (mrtA);f__Methanobacteriaceae (mrtA);g__Methanobrevibacter (mrtA);s__Methanobrevibacter millerae (mrtA)
a0362_DQ229158.1_mcrA_Methanogenium_frigidum	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanogenium;s__Methanogenium frigidum
a0321_CP137642.1_mcrA_gene_1_Methanoculleus_receptaculi	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus receptaculi
a0100_AF414049.1_mcrA_Methanocorpusculum_bavaricum	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocorpusculum;s__Methanocorpusculum bavaricum
a1124_NZ_JBPMAZ010000005.1_mcrA_gene_1_Methanocaldococcus_infernus	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus infernus
a1222_OP094642.1_mcrA_Methanobacterium_cahuitense	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium cahuitense
a0359_CP197114.1_mcrA_gene_1_Methanococcus_mangrovi	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus mangrovi
a1167_NZ_KN360943.1_mcrA_gene_1_Methanolacinia_paynteri	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanolacinia;s__Methanolacinia paynteri
a0754_NZ_CAYAXW010000004.1_mcrA_gene_1_Candidatus_Methanomassiliicoccus_intestinalis	d__Archaea;k__Methanobacteriati;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;s__Candidatus Methanomassiliicoccus intestinalis
a0001_AB288266.1_mcrA_Methanosarcina_horonobensis	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina horonobensis
a0991_NZ_JAVKPK010000023.1_mcrA_gene_1_Methanosarcina_baikalica	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina baikalica
a1191_NZ_QREL01000001.1_mcrA_gene_2_Methanothermobacter_defluvii	d__Archaea (mrtA);k__Methanobacteriati (mrtA);p__Methanobacteriota (mrtA);c__Methanobacteria (mrtA);o__Methanobacteriales (mrtA);f__Methanobacteriaceae (mrtA);g__Methanothermobacter (mrtA);s__Methanothermobacter defluvii (mrtA)
a1200_NZ_SUTJ01000007.1_mcrA_gene_1_Methanobrevibacter_thaueri	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter thaueri
a1278_QNVI01000061.1_mcrA_gene_1_Thermoproteota_archaeon	d__Archaea;k__Thermoproteota;p__Thermoproteota incertae sedis;c__Thermoproteota incertae sedis;o__Thermoproteota incertae sedis;f__Thermoproteota incertae sedis;g__Thermoproteota incertae sedis;s__Thermoproteota archaeon
a0147_AY303951.1_mrtA_Methanothermobacter_thermoflexus	d__Archaea (mrtA);k__Methanobacteriati (mrtA);p__Methanobacteriota (mrtA);c__Methanobacteria (mrtA);o__Methanobacteriales (mrtA);f__Methanobacteriaceae (mrtA);g__Methanothermobacter (mrtA);s__Methanothermobacter thermoflexus (mrtA)
a0384_FNCA01000001.1_mcrA_product_or_note_1_Methanolobus_vulcani	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus vulcani
a0238_CP009509.1_mcrA_product_or_note_1_Methanosarcina_mazei	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei
a1272_QMVQ01000070.1_mcrA_product_or_note_1_Candidatus_Alkanophagales_archaeon	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Candidatus Alkanophagales;f__Candidatus Alkanophagales incertae sedis;g__Candidatus Alkanophagales incertae sedis;s__Candidatus Alkanophagales archaeon
a0510_LMVP01000517.1_mcrA_product_or_note_1_Methanosarcina_spelaei	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina spelaei
a0465_KM259860.1_mcrA_Candidatus_Methanocrinis_natronophilus	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanocrinis;s__Candidatus Methanocrinis natronophilus
a0636_NZ_BSDU01000003.1_mcrA_gene_1_Methanoculleus_bourgensis	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus bourgensis
a0902_NZ_JAHAVR010000007.1_mcrA_gene_1_Methanoculleus_bourgensis	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus bourgensis
a1169_NZ_LHQS01000002.1_mcrA_gene_1_Methanoculleus_taiwanensis	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus taiwanensis
a0212_CP002737.1_mcrA_product_or_note_1_Methanotorris_igneus	d__Archaea (mrtA);k__Methanobacteriati (mrtA);p__Methanobacteriota (mrtA);c__Methanococci (mrtA);o__Methanococcales (mrtA);f__Methanocaldococcaceae (mrtA);g__Methanotorris (mrtA);s__Methanotorris igneus (mrtA)
a0536_LWMW01000054.1_mcrA_product_or_note_1_Methanobrevibacter_cuticularis	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter cuticularis
a0792_NZ_CEVWTP010000014.1_mcrA_gene_1_Methanobacterium_veterum	d__Archaea (mrtA);k__Methanobacteriati (mrtA);p__Methanobacteriota (mrtA);c__Methanobacteria (mrtA);o__Methanobacteriales (mrtA);f__Methanobacteriaceae (mrtA);g__Methanobacterium (mrtA);s__Methanobacterium veterum (mrtA)
a0286_CP058560.1_mcrA_gene_2_Methanobacterium_alkalithermotolerans	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium alkalithermotolerans
a0358_CP195121.1_mcrA_gene_1_Methanococcoides_mangrovi	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanococcoides;s__Methanococcoides mangrovi
a0285_CP058560.1_mcrA_gene_1_Methanobacterium_alkalithermotolerans	d__Archaea (mrtA);k__Methanobacteriati (mrtA);p__Methanobacteriota (mrtA);c__Methanobacteria (mrtA);o__Methanobacteriales (mrtA);f__Methanobacteriaceae (mrtA);g__Methanobacterium (mrtA);s__Methanobacterium alkalithermotolerans (mrtA)
a0317_CP133594.1_mcrA_gene_1_Methanolobus_mangrovi	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus mangrovi
a0817_NZ_DAITXA010000096.1_mcrA_gene_1_Methanothrix_soehngenii	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii
a0515_LNGE01000012.1_mcrA_product_or_note_1_Candidatus_Methanofastidiosum_methylothiophilum	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Candidatus Methanofastidiosia;o__Candidatus Methanofastidiosales;f__Candidatus Methanofastidiosaceae;g__Candidatus Methanofastidiosum;s__Candidatus Methanofastidiosum methylothiophilum
a1231_OQ603053.1_mcrA_ANME-1d_cluster_archaeon	d__Archaea;k__Archaea;p__Methanobacteriota;c__Methanomicrobia;o__Candidatus Methanophagales;f__ANME-1 cluster;g__ANME-1 cluster;s__ANME-1d cluster archaeon
a1204_NZ_VCYI01000003.1_mcrA_gene_1_Methanoculleus_methanifontis	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus methanifontis
a0048_AB679169.1_mcrA_Methanosaeta_pelagica	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanosaeta pelagica
a0516_LNJB01000002.1_mcrA_gene_1_Candidatus_Methanofastidiosum_methylothiophilum	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Candidatus Methanofastidiosia;o__Candidatus Methanofastidiosales;f__Candidatus Methanofastidiosaceae;g__Candidatus Methanofastidiosum;s__Candidatus Methanofastidiosum methylothiophilum
a0948_NZ_JANUCR010000001.1_mcrA_gene_1_Methanococcus_voltae	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus voltae
a0083_AF313805.1_mcrA_Methanospirillum_hungatei	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__Methanospirillum hungatei
a0214_CP002772.1_mcrA_product_or_note_1_Methanobacterium_paludis	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium paludis
a0721_NZ_CAYARL010000008.1_mcrA_gene_1_Methanomethylophilus_alvi	d__Archaea;k__Methanobacteriati;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus alvi
a0396_GQ339874.1_mcrA_Thermoplasmata_archaeon	d__Archaea;k__Methanobacteriati;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmata incertae sedis;f__Thermoplasmata incertae sedis;g__Thermoplasmata incertae sedis;s__Thermoplasmata archaeon
a1163_NZ_JXOJ01000001.1_mcrA_gene_1_Methanoculleus_sediminis	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus sediminis
a1214_NZ_WBKO01000001.1_mcrA_gene_2_Methanoculleus_caldifontis	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus caldifontis
a0390_FOTL01000003.1_mcrA_product_or_note_1_Methanobrevibacter_olleyae	d__Archaea (mrtA);k__Methanobacteriati (mrtA);p__Methanobacteriota (mrtA);c__Methanobacteria (mrtA);o__Methanobacteriales (mrtA);f__Methanobacteriaceae (mrtA);g__Methanobrevibacter (mrtA);s__Methanobrevibacter olleyae (mrtA)
a0593_NIZT01000070.1_mcrA_gene_1_Candidatus_Methanobinarius_endosymbioticus	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Candidatus Methanobinarius;s__Candidatus Methanobinarius endosymbioticus
a0558_MG550257.1_mcrA_Methanospirillum_hungatei	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__Methanospirillum hungatei
a0097_AF414046.1_mcrA_Methanobrevibacter_ruminantium	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter ruminantium
a0918_NZ_JAIWNS010000144.1_mcrA_gene_1_Methanospirillum_hungatei	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__Methanospirillum hungatei
a0258_CP017766.1_mcrA_product_or_note_1_Methanobacterium_subterraneum	d__Archaea (mrtA);k__Methanobacteriati (mrtA);p__Methanobacteriota (mrtA);c__Methanobacteria (mrtA);o__Methanobacteriales (mrtA);f__Methanobacteriaceae (mrtA);g__Methanobacterium (mrtA);s__Methanobacterium subterraneum (mrtA)
a0938_NZ_JALKIF010000018.1_mcrA_gene_1_Methanobacterium_alcaliphilum	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium alcaliphilum
a1251_PIXX01000082.1_mcrA_product_or_note_1_Candidatus_Syntropharchaeum_sp.	d__Archaea;k__Methanobacteriati;p__Halobacteriota;c__Candidatus Syntropharchaeia;o__Candidatus Syntropharchaeales;f__Candidatus Syntropharchaeales incertae sedis;g__Candidatus Syntropharchaeum;s__Candidatus Syntropharchaeum sp.
a0154_AZAJ01000001.1_mcrA_product_or_note_1_Methanolobus_tindarius	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus tindarius
a0021_AB353227.1_mcrA_Methanotorris_formicicus	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanotorris;s__Methanotorris formicicus
a1209_NZ_VOTZ01000012.1_mcrA_gene_1_Methanocalculus_taiwanensis	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocalculaceae;g__Methanocalculus;s__Methanocalculus taiwanensis
a0229_CP008746.1_mcrA_gene_1_Methanosarcina_barkeri	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina barkeri
a0461_KM041255.1_mcrA_Methanothermobacter_thermautotrophicus	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter thermautotrophicus
a0036_AB542754.1_mcrA_Methanobacterium_subterraneum	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium subterraneum
a1108_NZ_JBMYDX010000056.1_mcrA_gene_1_Methanopyrus_kandleri	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanopyri;o__Methanopyrales;f__Methanopyraceae;g__Methanopyrus;s__Methanopyrus kandleri
a0252_CP013703.1_mcrA_product_or_note_1_Thermoplasmata_archaeon	d__Archaea;k__Methanobacteriati;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmata incertae sedis;f__Thermoplasmata incertae sedis;g__Thermoplasmata incertae sedis;s__Thermoplasmata archaeon
a0602_NZ_AELQ01000025.1_mcrA_gene_1_Methanobrevibacter_smithii	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter smithii
a0101_AF414050.1_mcrA_Methanobacterium_formicicum	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium formicicum
a1229_OQ603051.1_mcrA_ANME-1a-b_cluster_archaeon	d__Archaea;k__Archaea;p__Methanobacteriota;c__Methanomicrobia;o__Candidatus Methanophagales;f__ANME-1 cluster;g__ANME-1 cluster;s__ANME-1a-b cluster archaeon
a1166_NZ_KN360941.1_mcrA_gene_1_Methanolacinia_paynteri	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanolacinia;s__Methanolacinia paynteri
a0299_CP095400.1_mcrA_gene_1_Methanonatronarchaeum_sp.	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanonatronarchaeia;o__Methanonatronarchaeales;f__Methanonatronarchaeaceae;g__Methanonatronarchaeum;s__Methanonatronarchaeum sp.
a0369_EF465106.1_mcrA_Methanobacterium_beijingense	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium beijingense
a0255_CP014265.1_mcrA_product_or_note_1_Methanobrevibacter_olleyae	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter olleyae
a0027_AB523786.1_mcrA_Methanothermobacter_tenebrarum	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter tenebrarum
a0294_CP077107.1_mcrA_gene_1_Methanospirillum_purgamenti	d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__Methanospirillum purgamenti
