feature_id,internal_id,species,verdict,taxonomy
KF153053.1_mcrA,a0436,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__Methanospirillum psychrodurum
KF214817.1_mrtA,a0437,no,"keep, repair tax",d__Archaea;k__Methanobacteriati;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmata;f__Thermoplasmata;g__methanogenic;s__methanogenic archaeon
KF214818.1_mcrA,a0438,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp.
KF214819.1_mrtA,a0439,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp.
KF214821.1_mcrA,a0440,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp.
KF214822.1_mrtA,a0441,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp.
KF214823.1_mcrA,a0442,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp.
KF214824.1_mrtA,a0443,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp.
KF500004.1_mcrA,a0444,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanococcoides;s__Methanococcoides vulcani
KF726379.1_mcrA,a0445,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp.
KF726380.1_mcrA,a0446,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp.
KJ461644.1_mcrA,a0447,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinales;g__Methanosarcinales;s__Methanosarcinales archaeon
KJ461645.1_mcrA,a0448,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus sp.
KJ461646.1_mcrA,a0449,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinales;g__Methanosarcinales;s__Methanosarcinales archaeon
KJ461647.1_mcrA,a0450,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix sp.
KJ461648.1_mcrA,a0451,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus sp.
KJ461649.1_mcrA,a0452,no,remove,d__Archaea;k__Archaea;p__Archaea;c__Archaea;o__Archaea;f__Archaea;g__archaeon;s__archaeon enrichment
KJ461650.1_mcrA,a0453,no,remove,d__Archaea;k__Archaea;p__Archaea;c__Archaea;o__Archaea;f__Archaea;g__archaeon;s__archaeon enrichment
KJ461652.1_mcrA,a0454,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinales;g__Methanosarcinales;s__Methanosarcinales archaeon
KJ461653.1_mcrA,a0455,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus sp.
KJ708788.1_mcrA,a0456,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus bourgensis
KJ708789.1_mcrA,a0457,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus bourgensis
KJ708790.1_mcrA,a0458,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus bourgensis
KM041253.1_mcrA,a0459,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter wolfeii
KM041254.1_mcrA,a0460,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter marburgensis
KM041255.1_mcrA,a0461,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter thermautotrophicus
KM041257.1_mcrA,a0462,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanofollis;s__Methanofollis liminatans
KM041258.1_mcrA,a0463,yes,"remove, odd clustering",d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__Methanospirillum hungatei
KM041259.1_mcrA,a0464,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus marisnigri
KM259860.1_mcrA,a0465,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanocrinis;s__Candidatus Methanocrinis natronophilus
KM259861.1_mcrA,a0466,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocalculaceae;g__Methanocalculus;s__Methanocalculus natronophilus
KM259862.1_mcrA,a0467,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus sp.
KM259863.1_mcrA,a0468,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosalsum;s__Methanosalsum natronophilum
KM259864.1_mcrA,a0469,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosalsum;s__Methanosalsum natronophilum
KM259865.1_mcrA,a0470,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocalculaceae;g__Methanocalculus;s__Methanocalculus sp.
KP006500.1_mcrA,a0471,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium aggregans
KP109826.1_mcrA,a0472,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__Methanolinea tarda
KP109829.1_mcrA,a0473,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula formicica
KP109831.1_mcrA,a0474,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;s__Methanomethylovorans thermophila
KP161919.1_mcrA,a0475,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix sp.
KR337560.1_mcrA,a0476,no,"keep, repair tax",d__Archaea;k__Archaea;p__Archaea;c__Archaea;o__Archaea;f__Archaea;g__archaeon;s__archaeon enrichment
KR337561.1_mcrA,a0477,no,"keep, repair tax",d__Archaea;k__Archaea;p__Archaea;c__Archaea;o__Archaea;f__Archaea;g__archaeon;s__archaeon enrichment
KR337562.1_mcrA,a0478,no,"keep, repair tax",d__Archaea;k__Archaea;p__Archaea;c__Archaea;o__Archaea;f__Archaea;g__archaeon;s__archaeon enrichment
KR337563.1_mcrA,a0479,no,"keep, repair tax",d__Archaea;k__Archaea;p__Archaea;c__Archaea;o__Archaea;f__Archaea;g__archaeon;s__archaeon enrichment
KT828542.1_mcrA,a0480,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina flavescens
KX001809.1_mcrA,a0481,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus sp.
KY368727.1_mcrA,a0482,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei
LC015099.1_mcrA,a0483,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina barkeri
LC015100.1_mcrA,a0484,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina baltica
LC015101.1_mcrA,a0485,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina lacustris
LC033612.1_mcrA,a0486,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix sp.
LC514468.1_mcrA,a0487,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter sp.
LC514469.1_mcrA,a0488,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter sp.
LGEU01000033.1_mcrA_product_or_note_1,a0489,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__;s__Methanobacteriaceae archaeon
LGFK01000018.1_mcrA_product_or_note_1,a0490,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__;g__;s__Methanosarcinales archeaon
LGFT01000098.1_mcrA_product_or_note_1,a0491,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix harundinacea
LGFT01000100.1_mcrA_product_or_note_1,a0492,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix harundinacea
LGGD01000061.1_mcrA_product_or_note_1,a0493,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus marisnigri
LGGJ01000137.1_mcrA_product_or_note_1,a0494,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocalculaceae;g__Methanocalculus;s__Methanocalculus sp.
LGGL01000096.1_mcrA_product_or_note_1,a0495,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium sp.
LGHB01000045.1_mcrA_product_or_note_1,a0496,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix harundinacea
LGHE01000148.1_mcrA_product_or_note_1,a0497,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus marisnigri
LGHF01000044.1_mcrA_product_or_note_1,a0498,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__;g__;s__Methanomicrobiales archaeon
LIHJ01000018.1_mcrA_gene_1,a0499,no,keep,d__Archaea;k__Candidatus Bathyarchaeota;p__;c__;o__;f__;g__;s__Candidatus Bathyarchaeota archaeon
LIHK01000056.1_mcrA_gene_1,a0500,no,keep,d__Archaea;k__Candidatus Bathyarchaeota;p__;c__;o__;f__;g__;s__Candidatus Bathyarchaeota archaeon
LK054623.1_mcrA,a0501,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp.
LK054626.1_mcrA,a0502,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter smithii
LK054627.1_mcrA,a0503,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter smithii
LK054628.1_mcrA,a0504,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter oralis
LKCM01000102.1_mcrA_gene_1,a0505,yes,"keep, repair tax",d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__ANME-2 cluster;g__Candidatus Methanoperedentaceae;s__Candidatus Methanoperedens nitratireducens
LMVM01000001.1_mcrA_product_or_note_1,a0506,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium bryantii
LMVM01000041.1_mcrA_product_or_note_1,a0507,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium bryantii
LMVN01000008.1_mcrA_product_or_note_1,a0508,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera cuniculi
LMVO01000029.1_mcrA_product_or_note_1,a0509,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocorpusculum;s__Methanocorpusculum parvum
LMVP01000517.1_mcrA_product_or_note_1,a0510,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina spelaei
LN515531.1_mcrA_gene_1,a0511,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium formicicum
LN515531.1_mrtA_gene_1,a0512,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium formicicum
LNGC01000006.1_mcrA_product_or_note_1,a0513,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Candidatus Methanofastidiosia;o__Candidatus Methanofastidiosales;f__Candidatus Methanofastidiosaceae;g__Candidatus Methanofastidiosum;s__Candidatus Methanofastidiosum methylothiophilum
LNGD01000052.1_mcrA_gene_1,a0514,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Candidatus Methanofastidiosia;o__Candidatus Methanofastidiosales;f__Candidatus Methanofastidiosaceae;g__Candidatus Methanofastidiosum;s__Candidatus Methanofastidiosum methylothiophilum
LNGE01000012.1_mcrA_product_or_note_1,a0515,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Candidatus Methanofastidiosia;o__Candidatus Methanofastidiosales;f__Candidatus Methanofastidiosaceae;g__Candidatus Methanofastidiosum;s__Candidatus Methanofastidiosum methylothiophilum
LNJB01000002.1_mcrA_gene_1,a0516,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Candidatus Methanofastidiosia;o__Candidatus Methanofastidiosales;f__Candidatus Methanofastidiosaceae;g__Candidatus Methanofastidiosum;s__Candidatus Methanofastidiosum methylothiophilum
LOPS01000026.1_mcrA_product_or_note_1,a0517,no,remove,d__Archaea;k__Methanobacteriati;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp.
LR792632.1_mcrA_gene_1,a0518,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp.
LR792634.1_mcrA_gene_1,a0519,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp.
LSRU01000007.1_mcrA_product_or_note_1,a0520,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanohalophilus;s__Methanohalophilus sp.
LSRV01000012.1_mcrA_product_or_note_1,a0521,no,remove,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus sp.
LT158599.1_mcrA_gene_1,a0522,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus bourgensis
LT158599.1_mcrA_gene_2,a0523,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus bourgensis
LT607756.1_mcrA_gene_1,a0524,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium congolense
LT608329.1_mrtA_gene_1,a0525,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter wolfeii
LVVP01000002.1_mcrA_product_or_note_1,a0526,yes,keep,d__Archaea;k__Methanobacteriati;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus alvi
LVVQ01000001.1_mcrA_product_or_note_1,a0527,yes,keep,d__Archaea;k__Methanobacteriati;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccales incertae sedis;g__Candidatus Methanarcanum;s__Candidatus Methanarcanum hacksteinii
LVVR01000001.1_mcrA_product_or_note_1,a0528,no,remove,d__Archaea;k__Methanobacteriati;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__;g__;s__Methanomassiliicoccales archaeon
LVVS01000008.1_mcrA_product_or_note_1,a0529,yes,keep,d__Archaea;k__Methanobacteriati;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;s__Candidatus Methanomassiliicoccus intestinalis
LVVT01000014.1_mcrA_product_or_note_1,a0530,yes,keep,d__Archaea;k__Methanobacteriati;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;s__Candidatus Methanomassiliicoccus intestinalis
LVVU01000154.1_mcrA_product_or_note_1,a0531,yes,keep,d__Archaea;k__Methanobacteriati;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Candidatus Methanoprimaticola;s__Candidatus Methanoprimaticola hominis
LWMT01000244.1_mcrA_product_or_note_1,a0532,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter filiformis
LWMU01000061.1_mcrA_product_or_note_1,a0533,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter oralis
LWMU01000114.1_mcrA_product_or_note_1,a0534,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter oralis
LWMV01000094.1_mcrA_product_or_note_1,a0535,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter curvatus
LWMW01000054.1_mcrA_product_or_note_1,a0536,yes,keep,d__Archaea;k__Methanobacteriati;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter cuticularis
